"Short name",,"MV_RRC Setup Success Rate [CDBH]","MV_ERAB Setup Success Rate [CDBH]","MV_PS Drop Call Rate % [CDBH]","MV_DL User Throughput_Kbps [CDBH]","MV_UL User Throughput_Kbps [CDBH]","MV_PS handover success rate [LTE Intra System] [CDBH]","MV_CSFB Redirection Success Rate [CDBH]","MV_E-UTRAN Average CQI [CDBH]","UL RSSI PUCCH","MV_VoLTE DCR [CBBH]","MV_PS handover success rate [LTE Inter System] [CDBH]","MV_VoLTE ERAB Setup Success Rate [CBBH]","MV_VoLTE IntraF HOSR Exec [CBBH]","MV_VoLTE InterF HOSR Exec [CBBH]","MV_VoLTE Packet Loss DL [CBBH]","MV_VoLTE Packet Loss UL [CBBH]","MV_4G Data Volume_GB","MV_VoLTE Traffic","MV_Average number of used DL PRBs [CDBH]","UL RSSI PUCCH","CSFB Redirection Success Rate [CDBH]"
,"21 Apr 23",99.69,99.80,0.04,4822.27,753.88,100.00,,8.79,,0.00,100.00,100.00,100.00,100.00,0.05,0.04,11.0439,3.92,38.51,-109.83,
,"22 Apr 23",100.00,99.89,0.00,18704.89,936.66,100.00,,9.76,,0.00,100.00,100.00,100.00,100.00,0.24,0.22,5.4081,2.45,10.75,-110.13,
,"23 Apr 23",99.82,99.97,0.00,3498.30,360.16,99.80,,7.00,,0.00,99.74,100.00,100.00,,0.69,0.43,4.1263,2.11,21.76,-113.67,
"CH_ZQ_T1_OM_CHRMR4C_C","19 Apr 23",99.77,99.78,0.00,1501.51,58.69,,,7.46,,0.45,,100.00,,,0.55,1.72,16.8978,50.05,73.37,-103.13,
,"20 Apr 23",99.82,99.74,0.01,3160.06,201.49,99.64,,7.95,,0.23,99.49,99.79,,,0.90,1.27,39.8093,59.93,76.94,-108.54,
,"21 Apr 23",99.84,99.90,0.04,3867.73,235.55,99.97,,8.88,,0.00,99.91,99.82,100.00,100.00,0.03,0.26,41.3967,32.88,67.11,-108.89,
,"22 Apr 23",99.96,99.72,0.01,1302.07,173.84,99.74,,8.00,,0.68,99.87,100.00,100.00,100.00,0.04,0.99,30.7412,27.74,83.67,-108.26,
,"23 Apr 23",99.97,99.96,0.02,1702.21,277.75,96.70,,8.20,,0.00,99.41,99.57,100.00,100.00,0.09,0.57,31.5978,21.52,79.85,-109.75,
"CH_ZQ_T1_OM_JEWEL6D_D","19 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"20 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"21 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"22 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"23 Apr 23",,,,,,,,,,,,,,,,,,,,,
"CH_ZQ_T1_OM_MOGWE4D_D","19 Apr 23",100.00,100.00,0.00,1656.54,216.75,99.28,,6.36,,0.00,100.00,100.00,100.00,,13.30,0.85,5.4423,4.05,53.85,-93.03,
,"20 Apr 23",100.00,96.53,0.00,753.25,169.72,99.73,,6.51,,0.00,100.00,100.00,100.00,,0.05,0.03,9.5745,4.39,85.03,-105.66,
,"21 Apr 23",100.00,100.00,0.28,5559.65,200.78,100.00,,8.22,,0.00,94.23,100.00,100.00,,0.28,0.08,7.9862,3.68,29.30,-112.14,
,"22 Apr 23",99.86,100.00,0.00,2489.75,326.23,100.00,,7.76,,0.00,100.00,100.00,100.00,,0.10,0.09,9.7867,3.30,59.39,-112.22,
,"23 Apr 23",100.00,99.20,0.00,1543.45,500.88,100.00,,7.94,,0.00,98.80,100.00,100.00,,0.03,0.22,9.9059,3.78,62.19,-114.96,
"CH_ZQ_T1_OM_OTTE13B_M","19 Apr 23",99.81,100.00,0.00,10316.12,823.83,100.00,0.00,8.80,,,100.00,100.00,,,0.20,0.46,14.0165,0.24,36.29,-111.73,0.00
,"20 Apr 23",100.00,99.86,0.00,4957.15,549.40,100.00,0.00,8.44,,0.00,100.00,100.00,,,0.00,0.04,15.3351,0.20,44.56,-115.56,0.00
,"21 Apr 23",100.00,99.87,0.00,7415.61,655.09,100.00,0.00,9.20,,0.00,99.05,100.00,,,0.00,0.00,7.2666,0.23,31.83,-117.66,0.00
,"22 Apr 23",100.00,100.00,0.00,10565.89,796.97,100.00,,9.69,,0.00,99.07,100.00,100.00,,0.00,0.00,6.7030,0.50,27.89,-117.46,
,"23 Apr 23",100.00,99.77,0.00,24475.47,646.06,100.00,0.00,9.41,,0.00,100.00,94.74,100.00,,0.00,0.00,12.3508,0.37,31.61,-117.87,0.00
"CH_ZQ_T1_OM_REDHI2D_D","19 Apr 23",99.77,98.41,0.00,2004.52,57.36,,,7.33,,1.54,,95.77,,,33.84,3.02,7.5346,12.70,48.52,-99.67,
,"20 Apr 23",100.00,99.28,0.00,1664.67,196.79,,,7.04,,0.00,,100.00,,,0.31,0.47,15.6725,10.40,79.03,-103.41,
,"21 Apr 23",100.00,100.00,0.00,2664.72,165.62,100.00,,6.44,,0.00,100.00,100.00,100.00,100.00,0.01,0.00,17.5237,2.03,58.95,-108.38,
,"22 Apr 23",99.88,99.87,0.00,4330.67,377.41,100.00,,7.25,,0.00,100.00,100.00,100.00,100.00,0.01,0.13,19.3173,1.81,47.76,-111.48,
,"23 Apr 23",100.00,99.88,0.00,3392.86,239.59,100.00,,7.52,,0.00,100.00,100.00,100.00,100.00,0.01,0.16,21.8729,1.24,68.14,-114.66,
"CH_ZQ_T1_OM_SWELL2A_L","19 Apr 23",99.69,99.58,0.05,5727.61,91.18,99.52,,8.69,,0.00,95.08,100.00,100.00,100.00,0.07,0.08,19.0004,1.25,54.84,-103.35,
,"20 Apr 23",99.77,99.85,0.02,5638.06,126.75,100.00,,8.68,,0.00,96.69,100.00,100.00,,0.01,0.00,18.0336,1.76,55.89,-106.07,
,"21 Apr 23",99.93,100.00,0.11,5733.26,238.90,100.00,,9.02,,0.00,87.24,100.00,100.00,100.00,0.01,0.88,21.9303,1.39,66.79,-112.32,
,"22 Apr 23",99.92,99.84,0.12,5937.00,258.46,99.58,,9.16,,0.00,93.18,100.00,100.00,100.00,0.02,0.25,25.9874,1.77,52.08,-113.48,
,"23 Apr 23",100.00,99.85,0.15,4329.43,326.65,82.58,,8.70,,0.00,95.09,100.00,100.00,,0.03,0.19,21.9013,2.28,62.87,-115.00,
"CH_ZQ_T1_OM_TARA30B_M","19 Apr 23",99.35,99.85,0.00,2135.13,222.29,99.61,,6.30,,0.00,100.00,100.00,100.00,,18.43,0.41,10.7860,6.05,64.47,-94.51,
,"20 Apr 23",99.90,99.77,0.07,2098.66,180.91,99.86,,6.40,,0.00,100.00,100.00,100.00,,7.07,0.17,13.6833,6.99,66.43,-104.75,
,"21 Apr 23",100.00,99.63,0.00,1140.39,200.43,99.83,,6.64,,0.00,99.28,98.89,100.00,,0.52,0.41,15.8697,5.13,91.64,-110.65,
,"22 Apr 23",99.83,99.74,0.00,1062.90,141.30,99.70,,6.61,,0.00,100.00,100.00,100.00,,0.16,0.90,15.4837,5.62,89.29,-109.79,
,"23 Apr 23",99.69,100.00,0.00,1081.05,183.70,99.39,,6.75,,0.00,100.00,100.00,100.00,,0.57,0.81,15.6332,4.08,88.08,-112.96,
"CH_ZQ_T1_OM_TIRMZ2C_N","19 Apr 23",99.78,99.27,0.00,1621.92,82.96,,,7.92,,0.00,,100.00,,,0.46,0.14,18.1396,11.18,76.21,-101.39,
,"20 Apr 23",99.92,99.83,0.06,3912.66,349.69,99.83,,8.00,,0.00,100.00,100.00,100.00,,0.01,0.03,30.0094,12.38,72.82,-108.11,
,"21 Apr 23",100.00,99.80,0.02,4438.46,841.26,99.90,,8.92,,0.00,100.00,100.00,100.00,100.00,0.03,0.02,21.2429,11.90,45.06,-111.32,
,"22 Apr 23",99.90,99.95,0.04,3994.73,459.94,99.40,,8.34,,0.00,100.00,100.00,100.00,,0.02,0.01,12.6715,3.98,39.70,-113.56,
,"23 Apr 23",100.00,100.00,0.00,9325.01,633.81,100.00,,8.40,,0.00,100.00,100.00,100.00,,0.00,0.01,8.7416,2.33,20.05,-116.21,
"CH_ZQ_T1_OM_TVTY24C_N","19 Apr 23",100.00,100.00,0.12,3408.48,500.90,99.04,,7.69,,0.00,100.00,100.00,,,0.01,0.06,20.6226,1.11,57.62,-105.46,
,"20 Apr 23",99.90,81.70,0.21,3165.90,501.31,78.12,,7.79,,0.00,98.00,100.00,100.00,,0.02,0.03,23.8238,0.79,64.36,-109.29,
,"21 Apr 23",100.00,99.84,0.08,6241.20,863.02,100.00,,9.52,,0.00,100.00,100.00,,,0.00,0.01,11.5771,2.03,44.76,-115.58,
,"22 Apr 23",100.00,100.00,0.11,5336.35,767.20,99.59,,8.53,,0.00,99.29,100.00,,,0.03,0.03,12.3184,0.65,39.56,-115.10,
,"23 Apr 23",100.00,100.00,0.25,7820.90,444.03,100.00,,9.15,,0.00,100.00,100.00,,,0.01,0.01,13.0339,0.54,36.73,-117.03,
"CH_ZQ_T1_OM_VADAP9C_N","19 Apr 23",99.86,99.87,0.00,2370.19,300.20,99.61,,7.19,,0.00,98.08,100.00,95.83,,0.50,0.02,7.6504,6.55,45.65,-106.59,
,"20 Apr 23",99.86,99.63,0.00,2999.15,340.17,98.76,,7.23,,0.00,100.00,100.00,100.00,,2.04,0.11,8.8610,5.67,52.42,-111.22,
,"21 Apr 23",100.00,99.71,0.00,3164.51,516.01,99.00,,8.21,,0.00,98.57,97.22,100.00,,0.70,0.48,8.7753,5.17,65.01,-114.50,
,"22 Apr 23",99.85,100.00,0.00,2771.40,786.63,99.81,,7.95,,0.00,100.00,100.00,100.00,,0.30,0.03,6.2930,2.82,43.28,-114.73,
,"23 Apr 23",99.91,100.00,0.00,3393.10,484.06,99.07,,7.89,,0.00,100.00,100.00,100.00,,0.15,0.04,5.7322,3.44,52.06,-116.08,
"CH_ZQ_T1_OM_VELC15D_D","19 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"20 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"21 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"22 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"23 Apr 23",,,,,,,,,,,,,,,,,,,,,
"CH_ZQ_T2_IM_KILKJND_D","19 Apr 23",,,,,,,,,,,,,,,,,0.0000,0.00,,,
,"20 Apr 23",,,,,,,,,,,,,,,,,0.0000,0.00,,,
,"21 Apr 23",,,,,,,,,,,,,,,,,0.0000,0.00,,,
,"22 Apr 23",,,,,,,,,,,,,,,,,0.0000,0.00,,,
,"23 Apr 23",,,,,,,,,,,,,,,,,0.0000,0.00,,,
"CH_ZQ_T2_IM_MATHU5C_N","19 Apr 23",100.00,100.00,0.00,3495.83,339.71,,,8.04,,0.00,,99.33,,,3.04,0.17,39.7751,28.89,78.32,-102.01,
,"20 Apr 23",99.95,99.93,0.00,4749.97,490.94,,,7.18,,0.00,,100.00,,,0.37,0.37,41.5568,28.74,74.49,-105.40,
,"21 Apr 23",99.96,99.91,0.00,11396.84,832.61,100.00,,8.81,,0.00,100.00,100.00,100.00,,0.02,0.17,22.7387,13.21,30.29,-110.59,
,"22 Apr 23",100.00,99.88,0.00,5714.77,338.75,100.00,,7.82,,0.00,100.00,100.00,100.00,,0.01,0.03,18.3496,6.29,30.15,-111.34,
,"23 Apr 23",100.00,99.97,0.04,7028.92,605.05,100.00,,7.84,,0.00,99.86,100.00,100.00,,0.01,0.04,22.8456,7.25,48.36,-112.61,
"CH_ZQ_T2_IM_PATT27B_M","19 Apr 23",99.75,99.86,0.01,1433.37,295.19,,,7.12,,0.00,,100.00,,,3.02,0.50,29.9565,49.68,97.02,-88.98,
,"20 Apr 23",99.86,99.76,0.00,2252.21,247.34,,,7.24,,0.00,,100.00,,,0.07,0.13,75.3145,64.65,95.43,-99.83,
,"21 Apr 23",99.91,99.90,0.00,7716.01,760.88,99.59,,7.52,,0.00,99.38,100.00,96.08,,0.01,0.05,54.8307,31.00,59.81,-106.48,
,"22 Apr 23",99.63,99.75,0.06,4913.51,95.86,98.26,,8.25,,0.00,99.82,100.00,100.00,,0.10,0.93,41.1739,25.38,45.78,-105.26,
,"23 Apr 23",99.93,99.83,0.05,8318.44,512.16,100.00,,8.13,,0.00,100.00,100.00,100.00,,0.00,0.04,50.2109,26.60,48.53,-110.22,
"CH_ZQ_T2_OM_BIGST2D_D","19 Apr 23",99.86,99.49,0.33,2775.81,130.46,98.33,,7.29,,0.00,100.00,99.67,100.00,,0.21,2.95,73.8245,9.38,83.97,-99.82,
,"20 Apr 23",99.77,99.95,0.26,5478.74,177.23,99.77,,7.46,,0.00,100.00,99.66,100.00,,0.16,0.77,64.5906,9.03,65.36,-102.50,
,"21 Apr 23",99.81,99.88,0.42,1621.58,248.36,96.98,,5.85,,1.41,89.69,99.66,99.17,,0.58,1.58,84.1005,11.63,91.20,-106.97,
,"22 Apr 23",99.87,99.97,0.03,7274.23,602.30,97.83,,7.60,,0.00,100.00,100.00,100.00,,0.01,0.13,82.0109,6.81,67.75,-110.53,
,"23 Apr 23",100.00,99.93,0.02,4372.37,887.90,99.90,,7.21,,0.00,99.36,100.00,100.00,,0.05,0.40,85.5240,7.59,81.72,-112.46,
"CH_ZQ_T2_OM_CHRMR4B_B","19 Apr 23",99.75,99.80,0.03,816.89,81.40,,,6.16,,0.00,,99.78,,,2.89,0.31,27.8178,49.48,93.55,-90.49,
,"20 Apr 23",99.81,99.94,0.01,5332.54,291.09,99.84,,7.09,,0.27,99.81,99.30,,,1.32,0.66,68.8233,62.70,60.43,-102.87,
,"21 Apr 23",99.91,99.95,0.00,7195.86,512.16,99.93,,7.26,,0.00,99.63,100.00,100.00,100.00,0.05,0.02,67.4930,9.40,55.18,-107.37,
,"22 Apr 23",99.84,99.86,0.05,6632.65,690.26,99.93,,7.00,,0.00,100.00,100.00,100.00,,0.04,0.16,60.5015,2.27,45.05,-107.49,
,"23 Apr 23",99.88,99.97,0.03,6422.17,652.34,99.90,,7.05,,0.00,99.84,99.35,100.00,,0.44,0.30,55.0698,1.37,50.87,-109.63,
"CH_ZQ_T2_OM_CHRMR4C_C","19 Apr 23",99.90,99.93,0.01,5771.13,83.87,,,8.88,,0.00,,99.45,,,0.57,3.22,36.2698,149.18,53.11,-102.16,
,"20 Apr 23",99.92,99.92,0.11,1992.36,265.14,99.46,,7.61,,0.06,95.44,99.94,,,1.04,4.37,101.6366,206.72,87.33,-106.63,
,"21 Apr 23",99.98,99.86,0.06,1588.81,392.64,99.90,,7.49,,0.22,99.57,100.00,100.00,100.00,0.04,0.14,146.1282,47.49,95.62,-107.97,
,"22 Apr 23",99.99,99.95,0.05,3046.16,474.43,99.92,,7.85,,0.83,99.89,100.00,100.00,,0.07,0.52,153.4764,20.38,90.52,-108.30,
,"23 Apr 23",99.98,99.91,0.07,2121.07,349.24,98.81,,7.81,,0.00,96.05,100.00,100.00,,0.20,1.10,156.9389,17.20,94.35,-109.15,
"CH_ZQ_T2_OM_JEWEL6D_D","19 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"20 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"21 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"22 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"23 Apr 23",,,,,,,,,,,,,,,,,,,,,
"CH_ZQ_T2_OM_MOGWE4D_D","19 Apr 23",99.98,99.93,0.00,1707.68,240.73,100.00,,6.77,,0.00,100.00,100.00,100.00,,0.03,0.09,27.2142,38.83,86.57,-92.23,
,"20 Apr 23",99.98,92.76,0.00,1459.12,252.90,100.00,,6.99,,0.00,100.00,100.00,100.00,,0.04,0.14,45.2361,47.94,91.41,-103.76,
,"21 Apr 23",100.00,99.98,0.00,2340.01,220.62,99.89,,8.03,,0.00,100.00,100.00,100.00,,0.06,0.06,53.3058,45.47,77.29,-109.14,
,"22 Apr 23",99.98,99.93,0.00,1673.44,280.40,99.94,,8.09,,0.00,99.46,100.00,100.00,,0.19,0.20,51.0884,40.41,89.19,-109.20,
,"23 Apr 23",99.30,99.84,0.01,1862.65,347.19,100.00,,8.14,,0.00,99.73,100.00,100.00,,0.18,0.30,58.8950,44.51,88.79,-110.92,
"CH_ZQ_T2_OM_OTTE13B_M","19 Apr 23",100.00,99.97,0.07,12067.52,774.34,99.72,0.00,8.19,,,99.54,100.00,,,0.00,0.00,54.3184,5.08,43.72,-109.61,0.00
,"20 Apr 23",100.00,99.94,0.03,14984.19,1509.68,100.00,0.00,8.71,,0.00,100.00,100.00,100.00,,0.00,0.01,59.3589,1.85,38.92,-112.90,0.00
,"21 Apr 23",100.00,100.00,0.00,16141.51,809.83,100.00,0.00,9.66,,,100.00,100.00,,,0.00,0.00,54.8896,5.25,35.56,-114.37,0.00
,"22 Apr 23",100.00,100.00,0.00,19051.87,1187.44,99.59,0.00,9.89,,,98.92,100.00,,,0.00,0.00,56.1513,4.40,30.76,-114.17,0.00
,"23 Apr 23",100.00,100.00,0.03,12768.46,691.69,100.00,0.00,9.55,,0.00,100.00,100.00,100.00,,0.08,0.01,77.1862,0.95,62.23,-114.67,0.00
"CH_ZQ_T2_OM_REDHI2D_D","19 Apr 23",100.00,99.93,0.00,1395.40,102.22,,,6.77,,0.00,,99.57,,,3.93,1.21,21.6789,52.17,91.09,-100.18,
,"20 Apr 23",99.98,99.74,0.00,1844.16,202.04,,,6.76,,0.00,,100.00,,,0.28,0.32,53.4329,46.06,96.65,-102.93,
,"21 Apr 23",99.78,99.83,0.00,7112.17,187.21,99.84,,7.53,,0.00,100.00,100.00,100.00,,0.01,0.06,47.8957,21.49,52.24,-106.46,
,"22 Apr 23",100.00,100.00,0.00,6436.98,509.22,99.64,,7.37,,0.00,100.00,100.00,100.00,,0.08,0.04,55.3698,15.68,61.72,-108.31,
,"23 Apr 23",99.83,99.93,0.00,4818.88,402.34,99.89,,7.05,,0.00,100.00,100.00,100.00,,0.03,0.06,60.4026,17.83,69.38,-110.07,
"CH_ZQ_T2_OM_SWELL2A_L","19 Apr 23",99.59,99.81,0.14,4319.93,177.62,99.07,,7.57,,2.13,92.53,100.00,100.00,,0.15,0.60,87.0279,3.90,78.44,-101.14,
,"20 Apr 23",99.80,99.92,0.12,6092.03,293.12,99.85,,7.89,,4.17,92.08,100.00,100.00,,0.16,1.47,83.3425,3.55,71.72,-103.31,
,"21 Apr 23",100.00,99.73,0.04,6175.75,432.93,100.00,,7.97,,5.77,97.16,100.00,100.00,,0.16,2.00,94.8221,4.69,79.33,-108.43,
,"22 Apr 23",99.92,99.91,0.24,5271.77,416.16,99.88,,7.99,,3.12,91.90,100.00,100.00,,0.03,0.15,113.6145,4.21,83.94,-109.13,
,"23 Apr 23",99.94,100.00,0.08,5593.72,972.77,100.00,,8.04,,5.26,93.90,100.00,100.00,,0.08,0.02,97.1993,4.50,73.59,-110.47,
"CH_ZQ_T2_OM_TARA30B_M","19 Apr 23",99.95,99.95,0.00,1741.44,256.42,99.84,,6.06,,0.50,100.00,100.00,100.00,,17.84,3.32,31.7581,35.17,90.67,-93.53,
,"20 Apr 23",99.82,99.90,0.01,2064.12,268.64,99.80,,6.53,,0.00,99.48,100.00,100.00,,3.46,1.99,60.0562,53.95,88.75,-103.05,
,"21 Apr 23",99.90,99.90,0.00,1740.91,251.88,99.30,,7.62,,0.44,100.00,100.00,99.02,,0.13,0.26,81.1291,46.81,93.16,-107.96,
,"22 Apr 23",99.98,99.92,0.02,1402.26,234.16,99.67,,7.50,,0.00,99.75,100.00,100.00,,0.63,0.39,67.0268,44.28,94.00,-108.19,
,"23 Apr 23",99.91,99.89,0.00,1702.43,290.77,99.61,,7.51,,0.00,100.00,99.51,100.00,,0.27,0.15,69.9856,44.40,94.16,-110.16,
"CH_ZQ_T2_OM_TIRMZ2C_N","19 Apr 23",99.96,99.90,0.00,454.77,45.07,,,7.92,,0.00,,99.87,,,0.40,0.33,51.6624,150.68,92.93,-100.32,
,"20 Apr 23",99.97,99.91,0.10,4070.56,273.08,99.82,,8.16,,0.00,100.00,100.00,,,0.53,0.54,102.8556,144.83,84.28,-106.56,
,"21 Apr 23",99.96,99.92,0.01,4122.26,759.56,99.94,,9.05,,0.00,99.83,100.00,100.00,,0.02,0.01,126.6646,70.30,83.27,-109.14,
,"22 Apr 23",99.99,99.85,0.04,5447.25,707.05,100.00,,9.08,,0.00,99.89,100.00,100.00,,0.02,0.02,84.8414,45.35,72.81,-110.49,
,"23 Apr 23",99.96,99.72,0.04,4061.01,520.73,99.83,,8.54,,0.00,99.96,100.00,100.00,,0.02,0.01,72.6803,29.95,55.86,-110.89,
"CH_ZQ_T2_OM_TVTY24C_N","19 Apr 23",99.96,99.48,0.47,7028.61,157.72,97.62,,8.70,,0.00,100.00,100.00,,,0.01,0.10,62.4236,3.97,58.42,-105.05,
,"20 Apr 23",99.86,88.17,0.40,4198.27,332.91,97.24,,7.75,,0.00,93.98,100.00,100.00,,0.04,0.03,70.5362,3.91,75.45,-108.12,
,"21 Apr 23",99.96,99.89,0.04,5112.86,863.41,99.83,,8.74,,0.00,100.00,100.00,100.00,,0.00,0.00,81.5510,3.53,79.99,-113.19,
,"22 Apr 23",100.00,99.96,0.04,4452.96,593.62,99.79,,8.83,,0.00,100.00,100.00,100.00,,0.01,0.02,91.9592,2.08,67.76,-113.15,
,"23 Apr 23",100.00,99.83,0.00,4853.90,825.60,100.00,,8.91,,0.00,99.49,100.00,100.00,,0.01,0.01,84.3856,2.70,73.71,-114.32,
"CH_ZQ_T2_OM_VADAP9C_N","19 Apr 23",99.85,99.95,0.01,1341.47,153.78,99.56,,6.73,,0.00,99.15,100.00,99.57,,0.22,0.15,51.3859,75.99,89.82,-104.74,
,"20 Apr 23",99.88,99.92,0.01,895.77,75.79,99.49,,6.62,,0.00,99.68,99.85,100.00,,0.16,0.09,54.1268,80.85,90.68,-108.14,
,"21 Apr 23",99.83,99.93,0.00,2440.03,191.49,99.70,,8.29,,0.21,99.37,100.00,99.55,,0.17,0.10,67.4875,79.37,85.44,-110.61,
,"22 Apr 23",99.75,99.89,0.00,3126.70,811.28,99.78,,8.32,,0.00,99.80,100.00,99.53,,0.15,0.04,56.7518,53.45,81.06,-110.66,
,"23 Apr 23",99.85,99.81,0.00,3813.37,1305.93,99.66,,8.19,,0.00,99.76,100.00,99.59,,0.14,0.12,50.1076,42.42,69.05,-111.53,
"CH_ZQ_T2_OM_VELC15D_D","19 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"20 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"21 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"22 Apr 23",,,,,,,,,,,,,,,,,,,,,
,"23 Apr 23",,,,,,,,,,,,,,,,,,,,,
"TN_ZQ_T1_IM_PERUN3A_L","19 Apr 23",100.00,100.00,0.00,6983.28,251.57,,,8.40,,5.56,,100.00,,,1.80,0.40,4.6564,3.74,18.11,-109.99,
,"20 Apr 23",99.85,100.00,0.00,6178.35,520.51,100.00,,8.64,,0.00,100.00,100.00,100.00,,0.01,0.00,7.1284,5.45,32.95,-114.08,
,"21 Apr 23",100.00,99.93,0.00,5892.44,311.68,100.00,,8.87,,0.00,100.00,100.00,100.00,100.00,0.02,0.17,4.9155,5.09,31.44,-116.23,
,"22 Apr 23",100.00,100.00,0.00,7695.08,292.71,100.00,,9.49,,0.00,98.61,100.00,100.00,,0.01,0.02,3.5930,1.42,20.23,-116.72,
,"23 Apr 23",100.00,100.00,0.00,9005.66,1500.14,100.00,,9.43,,0.00,100.00,100.00,100.00,,0.00,0.00,4.4185,2.53,15.64,-117.63,
"TN_ZQ_T2_IM_PERUN3A_L","19 Apr 23",99.96,99.84,0.02,3906.16,434.02,,,7.93,,0.47,,99.77,,,0.69,0.71,70.4025,112.96,78.93,-106.59,
,"20 Apr 23",99.98,99.95,0.03,7046.71,563.49,98.40,,8.58,,0.28,100.00,100.00,,,0.46,0.34,74.8012,84.43,56.41,-109.25,
,"21 Apr 23",99.98,99.90,0.00,8626.08,1003.92,100.00,,9.64,,0.00,100.00,100.00,100.00,,0.02,0.02,79.7374,56.04,58.04,-110.69,
,"22 Apr 23",100.00,99.98,0.02,11941.50,1018.14,99.90,,10.04,,0.00,100.00,100.00,100.00,,0.01,0.04,64.7954,46.90,47.87,-110.65,
,"23 Apr 23",99.97,99.97,0.03,10618.17,1219.76,100.00,,9.60,,0.53,100.00,100.00,100.00,,0.01,0.03,72.6465,46.15,48.70,-111.57,
