"Short name",,"MV_RRC Setup Success Rate [CDBH]","MV_ERAB Setup Success Rate [CDBH]","MV_PS Drop Call Rate % [CDBH]","MV_DL User Throughput_Kbps [CDBH]","MV_UL User Throughput_Kbps [CDBH]","MV_PS handover success rate [LTE Intra System] [CDBH]","MV_CSFB Redirection Success Rate [CDBH]","MV_E-UTRAN Average CQI [CDBH]","UL RSSI PUCCH","MV_VoLTE DCR [CBBH]","MV_PS handover success rate [LTE Inter System] [CDBH]","MV_VoLTE ERAB Setup Success Rate [CBBH]","MV_VoLTE IntraF HOSR Exec [CBBH]","MV_VoLTE InterF HOSR Exec [CBBH]","MV_VoLTE Packet Loss DL [CBBH]","MV_VoLTE Packet Loss UL [CBBH]","MV_4G Data Volume_GB","MV_VoLTE Traffic","MV_Average number of used DL PRBs [CDBH]","UL RSSI PUCCH","CSFB Redirection Success Rate [CDBH]"
,"29 Mar 23",99.87,99.93,0.21,7281.73,141.28,99.03,100.00,8.96,-115.94,0.00,93.02,100.00,85.71,100.00,0.57,0.70,23.4411,9.53,35.54,,
,"30 Mar 23",100.00,99.95,0.37,3992.61,117.41,97.86,100.00,8.64,-116.28,0.00,97.56,100.00,100.00,100.00,0.55,2.16,24.1186,10.91,54.56,,
,"31 Mar 23",100.00,99.58,0.00,4900.85,153.93,100.00,100.00,9.50,-113.95,0.00,97.56,100.00,100.00,100.00,0.30,4.90,22.5154,10.03,38.82,,
"CH_E_T1_HS_HPSC0356C_C","27 Mar 23",99.60,99.57,0.44,3076.92,113.46,100.00,100.00,7.98,-116.29,0.00,100.00,100.00,100.00,100.00,0.26,4.65,4.4828,1.68,33.28,,
,"28 Mar 23",100.00,100.00,0.00,4040.70,87.06,100.00,,8.23,-117.14,0.00,100.00,100.00,100.00,100.00,0.09,0.34,3.5522,0.84,30.86,,
,"29 Mar 23",99.11,100.00,0.00,3023.79,68.81,98.39,,7.32,-116.15,0.00,100.00,100.00,100.00,100.00,0.30,0.70,4.7396,1.19,42.03,,
,"30 Mar 23",100.00,96.25,0.34,4235.90,81.32,100.00,,9.03,-116.41,0.00,100.00,100.00,100.00,100.00,0.04,0.43,3.4982,1.84,23.60,,
,"31 Mar 23",99.45,98.48,0.91,6529.35,103.06,94.12,,9.72,-114.60,0.00,100.00,100.00,100.00,,0.96,0.52,3.6464,1.26,12.38,,
"CH_E_T1_HS_HPSC0360A_A","27 Mar 23",99.21,99.53,3.49,5668.73,119.18,97.98,100.00,9.63,-113.94,3.45,48.57,97.87,88.24,,4.50,13.50,23.3710,4.96,40.60,,
,"28 Mar 23",99.56,99.06,1.92,6282.54,77.87,96.94,100.00,9.17,-115.85,5.49,100.00,100.00,100.00,100.00,0.90,0.82,31.1347,4.21,38.97,,
,"29 Mar 23",99.86,99.27,1.44,8713.92,95.38,100.00,100.00,9.46,-113.85,2.00,100.00,97.14,100.00,100.00,2.42,7.98,22.8136,5.01,30.38,,
,"30 Mar 23",99.86,99.56,3.35,7799.05,187.99,99.32,100.00,9.83,-112.92,2.97,91.67,100.00,100.00,100.00,2.16,2.93,22.0090,4.96,39.34,,
,"31 Mar 23",99.39,100.00,2.40,5837.71,147.04,98.22,100.00,9.47,-111.50,1.02,100.00,100.00,100.00,100.00,0.86,4.38,20.4118,7.74,38.97,,
"CH_E_T1_HS_HPSC0360B_B","27 Mar 23",99.25,98.69,1.99,6904.54,122.69,94.88,100.00,10.51,-116.92,0.00,80.00,100.00,100.00,100.00,0.94,0.53,29.0594,6.99,46.10,,
,"28 Mar 23",99.42,98.35,4.45,7692.42,134.83,97.74,100.00,10.51,-117.68,0.00,86.67,100.00,100.00,100.00,0.97,0.31,29.8857,2.93,31.85,,
,"29 Mar 23",99.36,98.56,2.10,4976.28,72.06,97.68,100.00,9.73,-116.78,0.00,75.70,100.00,100.00,100.00,0.15,0.35,34.1582,7.90,59.97,,
,"30 Mar 23",99.78,99.51,2.19,6020.00,98.10,96.49,100.00,9.75,-116.62,2.00,83.87,100.00,100.00,100.00,2.68,0.14,31.2606,6.33,57.38,,
,"31 Mar 23",99.04,98.84,1.83,7023.81,74.77,95.86,100.00,10.30,-115.54,2.47,83.33,100.00,100.00,100.00,0.36,0.58,30.7988,8.49,41.73,,
"CH_E_T1_HS_HPSC0360C_C","27 Mar 23",98.68,99.23,1.66,4942.21,63.82,99.04,100.00,8.68,-114.75,0.00,95.00,100.00,100.00,100.00,1.82,9.64,9.4080,2.87,31.34,,
,"28 Mar 23",98.82,99.12,3.53,8939.45,84.84,96.94,100.00,8.62,-116.86,6.06,100.00,100.00,92.31,100.00,1.43,2.80,11.0053,1.57,20.33,,
,"29 Mar 23",98.94,99.25,1.99,6650.59,49.97,100.00,,8.14,-115.56,0.00,100.00,100.00,100.00,100.00,0.04,1.40,10.7923,3.49,30.47,,
,"30 Mar 23",98.29,99.53,1.47,2478.96,104.20,98.51,100.00,7.35,-115.66,0.00,93.33,100.00,100.00,,0.64,0.50,11.2212,2.71,62.32,,
,"31 Mar 23",100.00,100.00,2.62,6176.61,189.55,99.21,100.00,8.42,-111.97,8.33,100.00,96.55,100.00,100.00,2.54,10.01,7.4574,2.62,16.39,,
"CH_E_T1_HS_HPSC0361A_A","27 Mar 23",98.08,95.75,1.46,3917.63,88.04,98.46,100.00,8.58,-115.44,0.00,86.73,100.00,100.00,100.00,0.49,0.23,6.3814,3.51,50.01,,
,"28 Mar 23",100.00,99.12,0.20,3214.71,63.97,97.18,100.00,7.93,-117.12,0.00,90.91,95.00,100.00,100.00,0.42,0.63,7.0599,5.65,61.43,,
,"29 Mar 23",99.83,98.58,0.78,3878.45,58.60,98.31,100.00,8.40,-115.82,0.00,90.67,100.00,100.00,100.00,0.08,0.93,6.6332,4.13,49.49,,
,"30 Mar 23",99.61,99.03,0.93,5072.45,100.96,98.81,100.00,9.10,-114.72,0.00,100.00,100.00,100.00,100.00,0.14,0.06,9.4458,7.85,53.66,,
,"31 Mar 23",100.00,99.22,0.39,6026.74,56.93,100.00,100.00,9.32,-113.46,0.00,90.54,100.00,100.00,,0.05,0.08,7.0803,3.01,43.29,,
"CH_E_T1_HS_HPSC0361B_B","27 Mar 23",100.00,99.55,0.12,9406.46,308.62,98.90,100.00,9.10,-113.70,0.00,100.00,100.00,100.00,100.00,0.82,0.25,9.1594,5.00,29.85,,
,"28 Mar 23",99.49,99.52,0.43,5131.25,185.27,100.00,,8.66,-116.72,0.00,97.94,100.00,100.00,,1.50,0.14,7.7947,7.49,42.28,,
,"29 Mar 23",100.00,100.00,0.00,41452.81,160.42,100.00,,10.77,-114.62,3.45,94.12,100.00,100.00,100.00,0.27,0.58,8.2109,7.15,4.41,,
,"30 Mar 23",100.00,99.76,0.41,15228.37,197.61,99.29,100.00,9.72,-115.13,0.00,92.31,100.00,100.00,100.00,0.30,0.02,7.9003,4.88,16.11,,
,"31 Mar 23",99.68,89.93,2.23,14549.43,43.43,94.57,100.00,9.56,-112.15,0.00,95.15,100.00,100.00,100.00,0.45,0.10,7.7157,5.32,20.99,,
"CH_E_T1_HS_HPSC0361C_C","27 Mar 23",99.89,99.58,0.26,2955.81,85.23,99.44,100.00,8.22,-114.53,0.00,100.00,100.00,100.00,100.00,0.15,0.35,33.0947,29.49,76.25,,
,"28 Mar 23",100.00,99.95,0.06,2114.35,128.02,98.92,100.00,7.99,-116.48,0.00,98.36,100.00,100.00,100.00,0.14,0.37,41.5538,29.74,87.45,,
,"29 Mar 23",100.00,99.89,0.06,5588.52,140.78,99.53,100.00,8.58,-115.41,0.00,100.00,100.00,100.00,100.00,0.13,0.20,35.6487,25.91,56.88,,
,"30 Mar 23",99.92,99.85,0.32,2392.26,87.12,98.60,100.00,8.55,-115.39,0.00,99.17,100.00,100.00,100.00,0.17,0.22,39.0643,23.22,97.99,,
,"31 Mar 23",99.86,99.06,0.56,4350.31,152.77,98.40,100.00,7.66,-111.78,1.18,98.65,99.00,100.00,100.00,0.45,0.86,33.8582,21.08,66.90,,
"CH_E_T1_HS_HPSC0368A_A","27 Mar 23",100.00,97.81,0.08,5884.96,56.09,100.00,100.00,9.04,-115.35,10.00,101.45,100.00,,100.00,0.08,3.07,11.1763,3.06,60.95,,
,"28 Mar 23",100.00,99.42,0.27,2556.89,92.09,98.77,100.00,8.55,-116.82,8.33,97.37,100.00,,100.00,0.42,0.83,16.9240,3.40,83.34,,
,"29 Mar 23",95.06,94.05,1.77,6260.83,55.78,100.00,100.00,8.93,-115.35,0.00,98.59,100.00,,100.00,0.14,0.39,8.9635,2.07,41.20,,
,"30 Mar 23",99.83,99.61,0.26,6496.45,77.79,99.12,100.00,9.13,-114.65,0.00,100.37,100.00,,100.00,0.05,2.43,11.2957,1.51,37.80,,
,"31 Mar 23",99.55,99.77,0.27,4860.47,85.14,100.00,100.00,8.22,-113.01,0.00,99.59,100.00,,100.00,0.14,0.58,6.0140,1.60,38.88,,
"CH_E_T1_HS_HPSC0368B_B","27 Mar 23",99.97,99.77,0.09,7861.50,420.78,100.00,100.00,9.37,-114.02,7.14,99.13,100.00,100.00,99.45,0.27,3.75,29.8888,2.60,60.44,,
,"28 Mar 23",99.96,99.75,0.03,2229.98,436.92,100.00,100.00,8.92,-117.22,9.09,99.39,100.00,,100.00,0.19,0.77,32.1576,1.89,88.60,,
,"29 Mar 23",99.96,99.85,0.06,6788.10,445.38,100.00,100.00,9.32,-115.31,0.00,100.00,100.00,100.00,100.00,0.21,0.06,29.7906,2.05,61.17,,
,"30 Mar 23",99.89,99.94,0.14,4779.22,145.73,100.00,100.00,9.32,-115.77,7.69,99.58,100.00,100.00,98.92,1.39,0.43,29.7459,1.62,88.57,,
,"31 Mar 23",99.92,99.96,0.08,7373.65,425.50,100.00,100.00,9.23,-112.72,0.00,98.34,100.00,,100.00,0.12,0.03,21.4612,1.03,49.62,,
"CH_E_T1_HS_HPSC0368C_C","27 Mar 23",99.95,99.51,0.17,2669.87,93.74,98.82,100.00,7.15,-114.75,0.00,100.00,100.00,100.00,100.00,0.07,0.06,10.0378,1.39,73.19,,
,"28 Mar 23",100.00,99.82,0.13,2508.54,142.84,100.00,100.00,7.75,-115.77,0.00,99.37,100.00,,100.00,0.39,7.63,9.7517,0.67,72.51,,
,"29 Mar 23",99.93,99.83,0.15,2312.49,78.17,88.89,100.00,7.11,-114.93,0.00,99.44,100.00,,97.67,0.27,0.12,10.3852,1.16,70.65,,
,"30 Mar 23",100.00,99.72,0.11,2912.29,171.23,100.00,100.00,7.74,-115.11,0.00,100.00,100.00,100.00,100.00,0.06,0.24,9.7306,1.65,85.42,,
,"31 Mar 23",100.00,99.88,0.07,6499.48,204.63,100.00,100.00,9.14,-112.49,0.00,99.40,100.00,100.00,96.15,0.27,9.40,7.7846,0.82,31.88,,
"CH_E_T1_HS_HPSC0369A_A","27 Mar 23",99.25,99.04,0.81,2089.28,136.69,98.91,100.00,6.68,-114.96,0.00,99.66,100.00,100.00,100.00,1.38,0.62,12.4475,1.60,74.69,,
,"28 Mar 23",99.53,99.25,0.57,1597.93,136.23,97.02,88.89,6.51,-114.97,0.00,99.12,100.00,100.00,100.00,4.53,3.35,14.3427,1.75,86.43,,
,"29 Mar 23",99.40,99.19,0.59,1752.82,100.49,97.51,100.00,6.56,-114.16,0.00,100.00,99.42,100.00,99.40,3.51,14.91,13.4645,1.23,76.03,,
,"30 Mar 23",99.60,99.27,0.33,2497.83,136.87,97.01,100.00,6.59,-114.76,0.00,98.79,100.00,100.00,100.00,1.29,9.62,14.9479,1.60,70.34,,
,"31 Mar 23",99.09,99.05,1.29,2197.68,48.52,97.62,100.00,7.04,-113.57,0.00,98.73,100.00,100.00,94.16,4.99,1.62,15.6329,1.08,63.71,,
"CH_E_T1_HS_HPSC0369B_B","27 Mar 23",99.69,99.61,0.36,2182.67,79.19,95.57,100.00,8.06,-112.33,2.27,99.13,98.90,100.00,99.55,3.89,2.07,50.5642,5.83,87.69,,
,"28 Mar 23",99.67,99.65,0.14,2556.54,357.94,95.56,100.00,8.09,-112.58,0.00,98.87,99.71,100.00,99.32,3.27,2.05,49.4534,6.03,89.62,,
,"29 Mar 23",99.61,99.51,0.24,1860.28,90.98,95.72,100.00,7.97,-111.56,0.00,98.87,99.47,100.00,99.47,5.35,2.70,53.8588,6.47,87.49,,
,"30 Mar 23",99.75,99.65,0.33,1769.85,86.21,94.12,100.00,8.08,-111.79,0.00,99.34,100.00,100.00,100.00,1.70,2.33,55.9073,6.20,90.62,,
,"31 Mar 23",99.71,99.58,0.22,3042.96,210.59,96.08,100.00,8.16,-110.34,0.00,99.23,99.77,100.00,99.63,2.24,5.19,55.0280,6.57,84.77,,
"CH_E_T1_HS_HPSC0369C_C","27 Mar 23",99.63,99.80,0.27,3708.17,140.13,99.29,100.00,7.38,-114.82,0.00,99.72,100.00,100.00,100.00,1.97,2.52,10.7477,1.28,48.21,,
,"28 Mar 23",99.87,99.47,0.70,2848.89,120.23,99.13,100.00,7.31,-114.88,0.00,99.52,100.00,100.00,100.00,1.33,1.81,12.9323,1.97,69.43,,
,"29 Mar 23",99.29,99.20,1.05,2022.81,70.31,98.45,100.00,6.54,-114.03,0.00,99.60,100.00,100.00,100.00,0.89,6.56,9.9247,1.27,63.20,,
,"30 Mar 23",99.55,99.73,0.23,3768.18,147.50,97.24,100.00,7.12,-114.56,0.00,100.00,100.00,100.00,99.25,4.73,3.22,10.7573,1.38,54.37,,
,"31 Mar 23",99.14,99.18,1.35,2033.76,70.61,97.03,100.00,6.71,-113.38,0.00,100.00,100.00,100.00,100.00,2.55,15.61,10.3105,0.81,66.96,,
"CH_E_T1_HS_HPSC0370A_A","27 Mar 23",99.80,100.00,0.00,14277.40,106.75,100.00,100.00,9.92,-117.51,0.00,99.13,100.00,100.00,100.00,1.61,0.86,3.6959,0.36,13.57,,
,"28 Mar 23",100.00,100.00,0.00,13419.22,183.35,100.00,,10.28,-118.40,0.00,100.00,100.00,,100.00,1.14,0.18,3.1927,0.92,23.32,,
,"29 Mar 23",100.00,100.00,0.00,9867.70,305.01,100.00,100.00,8.96,-117.36,0.00,100.00,100.00,100.00,100.00,2.10,0.13,5.6780,0.45,13.30,,
,"30 Mar 23",99.79,100.00,0.16,9198.70,207.27,100.00,100.00,8.63,-117.21,0.00,100.00,100.00,100.00,100.00,2.84,0.00,4.0965,0.47,16.83,,
,"31 Mar 23",100.00,100.00,0.29,13443.82,268.65,83.33,100.00,8.69,-115.34,0.00,100.00,100.00,100.00,100.00,1.45,2.40,4.9438,0.68,17.62,,
"CH_E_T1_HS_HPSC0370B_B","27 Mar 23",100.00,99.53,0.00,5538.84,148.44,100.00,100.00,8.20,-118.42,0.00,100.00,100.00,,100.00,1.74,1.05,0.8512,0.12,21.71,,
,"28 Mar 23",100.00,100.00,0.00,4380.29,580.94,100.00,100.00,7.74,-118.53,0.00,103.77,100.00,,100.00,0.04,0.00,1.3963,0.07,25.82,,
,"29 Mar 23",100.00,100.00,0.32,7133.57,163.28,100.00,,8.62,-118.27,0.00,100.00,100.00,,100.00,0.17,0.02,1.0856,0.30,20.21,,
,"30 Mar 23",100.00,100.00,0.00,7640.27,533.56,100.00,100.00,8.50,-118.34,,100.00,100.00,,100.00,1.09,0.01,1.9213,0.17,13.28,,
,"31 Mar 23",100.00,100.00,0.24,9694.80,295.54,100.00,,10.61,-117.31,0.00,,100.00,100.00,100.00,0.94,1.27,2.9692,0.15,19.96,,
"CH_E_T1_HS_HPSC0370C_C","27 Mar 23",99.72,99.85,0.00,8107.16,235.34,100.00,100.00,7.21,-115.76,0.00,98.39,100.00,100.00,100.00,1.03,0.43,5.1029,0.98,21.41,,
,"28 Mar 23",100.00,99.93,0.17,6111.28,184.48,100.00,,6.85,-116.30,0.00,97.55,100.00,100.00,100.00,21.38,12.01,4.6454,0.75,49.56,,
,"29 Mar 23",99.78,98.77,0.37,3350.47,373.40,100.00,,6.29,-115.39,12.50,94.03,100.00,100.00,98.39,3.44,3.62,5.4369,1.02,33.89,,
,"30 Mar 23",100.00,99.23,0.22,3034.26,439.55,100.00,100.00,6.46,-115.52,0.00,98.22,100.00,100.00,100.00,3.32,0.92,6.0626,0.76,51.82,,
,"31 Mar 23",98.46,94.19,0.69,5731.18,67.68,100.00,100.00,7.18,-113.19,0.00,121.43,100.00,100.00,100.00,9.67,18.79,6.0580,0.91,27.29,,
"CH_E_T1_HS_HPSC0371A_A","27 Mar 23",99.92,99.54,0.12,2772.54,392.85,98.73,100.00,8.16,-116.12,0.00,99.55,100.00,100.00,100.00,0.15,0.61,29.5018,2.33,86.59,,
,"28 Mar 23",99.89,99.65,0.15,4057.85,388.30,97.27,100.00,8.14,-117.07,0.00,99.31,99.73,100.00,100.00,0.47,0.88,37.5287,2.07,83.44,,
,"29 Mar 23",99.89,99.74,0.15,2435.71,259.76,98.04,100.00,8.06,-116.05,0.00,98.55,100.00,66.67,100.00,1.63,0.30,29.2296,2.24,90.27,,
,"30 Mar 23",99.88,99.67,0.16,3948.18,377.44,95.56,100.00,8.04,-115.40,0.00,98.99,100.00,100.00,100.00,0.44,2.91,29.9783,2.25,80.11,,
,"31 Mar 23",99.88,99.64,0.07,2360.54,249.90,100.00,100.00,8.04,-114.11,0.00,98.34,100.00,100.00,100.00,0.63,0.47,31.2206,1.82,93.53,,
"CH_E_T1_HS_HPSC0371B_B","27 Mar 23",100.00,99.91,0.05,9848.85,435.59,100.00,,8.98,-116.23,0.00,100.00,100.00,100.00,100.00,2.61,2.00,10.3353,2.02,34.55,,
,"28 Mar 23",100.00,100.00,0.00,5368.26,151.68,100.00,,9.04,-116.89,0.00,99.05,100.00,100.00,100.00,3.35,0.41,11.5304,2.62,58.92,,
,"29 Mar 23",99.92,99.72,0.15,7692.25,81.09,95.00,100.00,9.57,-115.94,,99.35,100.00,100.00,100.00,0.03,0.00,10.7431,2.71,54.59,,
,"30 Mar 23",100.00,99.89,0.31,4381.94,157.99,100.00,100.00,7.35,-116.38,0.00,97.78,97.06,100.00,98.67,1.19,0.54,8.2753,2.99,49.18,,
,"31 Mar 23",99.67,98.42,0.59,6106.16,98.48,93.94,100.00,9.64,-114.22,0.00,100.00,100.00,100.00,100.00,1.28,0.21,10.2221,2.09,46.87,,
"CH_E_T1_HS_HPSC0371C_C","27 Mar 23",99.93,99.83,0.04,4416.89,110.39,100.00,100.00,7.95,-115.38,0.00,95.28,100.00,100.00,100.00,3.57,1.91,22.8395,1.21,70.20,,
,"28 Mar 23",100.00,99.42,0.22,1984.77,106.97,96.88,,6.86,-116.27,0.00,96.74,100.00,100.00,100.00,3.98,5.93,27.7892,1.19,90.40,,
,"29 Mar 23",99.67,98.98,0.41,2714.49,209.61,99.17,100.00,7.73,-115.35,0.00,98.17,100.00,100.00,99.44,4.60,6.87,19.6700,1.19,67.84,,
,"30 Mar 23",99.67,99.44,0.07,4875.68,256.59,98.77,100.00,7.74,-116.11,0.00,100.33,100.00,100.00,99.34,5.21,3.27,22.1607,1.21,64.45,,
,"31 Mar 23",99.70,98.81,0.50,4735.47,59.68,100.00,100.00,8.28,-112.35,0.00,98.49,100.00,100.00,99.09,4.34,0.89,18.6189,1.09,56.73,,
"CH_E_T1_HS_HPSC0372A_A","27 Mar 23",100.00,100.00,0.00,7199.52,245.93,100.00,100.00,10.07,-117.55,0.00,98.98,100.00,,100.00,0.15,0.33,8.8836,3.41,73.83,,
,"28 Mar 23",99.68,99.32,0.38,6689.37,269.49,97.44,,9.41,-115.61,1.31,99.06,98.75,100.00,100.00,1.08,0.23,19.7293,22.37,73.76,,
,"29 Mar 23",99.79,99.77,0.07,4535.57,125.36,85.42,100.00,9.72,-116.20,0.00,98.45,100.00,100.00,100.00,1.02,0.84,54.6463,74.63,84.93,,
,"30 Mar 23",100.00,100.00,0.00,21107.48,525.35,95.24,100.00,9.38,-116.53,0.00,92.24,100.00,100.00,100.00,1.03,0.39,36.0136,40.12,28.38,,
,"31 Mar 23",99.82,99.98,0.02,6670.55,332.52,94.74,100.00,9.10,-115.35,0.00,98.10,99.11,100.00,100.00,0.44,0.11,25.7778,29.36,48.82,,
"CH_E_T1_HS_HPSC0372B_B","27 Mar 23",99.97,100.00,0.04,5555.96,289.05,,100.00,10.60,-115.00,0.00,100.00,99.59,,100.00,0.67,0.42,56.9806,86.46,73.64,,
,"28 Mar 23",100.00,99.82,0.04,7163.80,266.91,,100.00,10.55,-116.80,0.00,100.00,100.00,,100.00,0.68,0.44,65.7077,85.47,65.42,,
,"29 Mar 23",99.94,99.84,0.00,26159.94,610.60,100.00,100.00,10.73,-115.61,0.00,96.77,99.22,100.00,100.00,1.44,1.03,43.5713,45.96,37.57,,
,"30 Mar 23",100.00,99.93,0.00,29652.66,656.55,100.00,100.00,12.14,-116.21,0.00,100.00,100.00,,100.00,0.77,0.23,35.9000,23.68,47.68,,
,"31 Mar 23",99.81,99.88,0.00,9045.89,610.00,93.75,100.00,9.51,-113.11,0.00,100.00,98.57,100.00,100.00,1.05,0.28,11.8395,22.07,34.51,,
"CH_E_T1_HS_HPSC0372C_C","27 Mar 23",,,,,,,,,,,,,,,,,0.0000,0.00,,,
,"28 Mar 23",99.98,99.92,0.04,4578.61,77.21,99.02,100.00,9.65,-114.29,0.00,98.70,100.00,100.00,100.00,0.82,0.45,15.4232,19.92,76.92,,
,"29 Mar 23",100.00,99.95,0.01,9451.77,378.34,100.00,100.00,9.81,-114.64,0.00,100.00,100.00,100.00,100.00,1.06,0.22,42.3163,51.19,61.28,,
,"30 Mar 23",99.95,100.00,0.08,11054.07,318.96,100.00,100.00,10.22,-115.49,0.00,100.00,100.00,100.00,100.00,0.97,0.50,34.0149,32.37,53.00,,
,"31 Mar 23",100.00,99.91,0.04,14286.77,560.32,100.00,100.00,9.71,-111.67,0.00,100.00,100.00,100.00,100.00,1.48,0.34,18.1479,17.87,31.26,,
"CH_E_T1_HS_HPSC0373A_A","27 Mar 23",99.93,99.92,0.07,7167.54,649.70,96.97,100.00,9.04,-115.92,0.00,100.00,99.03,100.00,100.00,0.16,0.92,56.1658,6.41,77.59,,
,"28 Mar 23",100.00,99.93,0.06,3006.44,473.59,100.00,100.00,8.58,-116.56,0.00,98.78,98.15,100.00,100.00,0.32,2.02,55.9233,5.59,88.15,,
,"29 Mar 23",99.97,99.67,0.14,4393.93,136.34,100.00,100.00,8.68,-115.75,0.00,100.00,99.09,,100.00,0.10,0.14,53.5433,4.30,77.90,,
,"30 Mar 23",99.98,99.85,0.07,4120.97,326.74,97.78,100.00,7.62,-115.56,0.00,98.65,100.00,100.00,100.00,0.16,0.12,55.6858,5.81,86.37,,
,"31 Mar 23",99.87,99.86,0.06,4578.25,314.55,100.00,100.00,7.31,-114.47,0.00,94.36,100.00,100.00,100.00,0.29,0.63,51.4701,5.79,77.93,,
"CH_E_T1_HS_HPSC0373B_B","27 Mar 23",99.81,99.81,0.12,5491.66,157.71,98.68,100.00,7.54,-114.32,0.00,99.62,100.00,100.00,100.00,0.31,1.47,24.0852,2.80,68.97,,
,"28 Mar 23",99.87,99.48,1.06,4467.60,76.17,98.08,100.00,7.09,-115.15,0.00,99.38,98.18,100.00,97.83,0.09,0.30,25.2211,4.39,90.72,,
,"29 Mar 23",99.57,98.34,0.99,2919.43,47.24,96.55,100.00,7.10,-114.24,16.67,98.97,100.00,100.00,100.00,0.86,0.58,26.3064,3.04,66.92,,
,"30 Mar 23",99.55,99.17,0.90,2175.65,103.83,95.56,100.00,7.04,-114.75,0.00,98.41,100.00,100.00,99.07,3.87,3.66,21.7262,2.25,78.61,,
,"31 Mar 23",99.94,99.93,0.06,4678.92,238.50,100.00,100.00,7.90,-112.27,0.00,100.00,100.00,100.00,98.88,0.85,10.50,32.6978,3.13,70.88,,
"CH_E_T1_HS_HPSC0373C_C","27 Mar 23",100.00,99.48,0.14,2695.95,168.20,97.78,100.00,6.23,-112.41,0.00,102.45,100.00,100.00,100.00,0.17,6.10,13.4041,1.26,68.89,,
,"28 Mar 23",99.60,99.53,0.38,2642.25,142.67,88.37,100.00,7.32,-114.54,0.00,98.67,100.00,100.00,100.00,0.66,19.34,23.5855,1.04,77.31,,
,"29 Mar 23",99.19,99.34,0.58,4218.53,56.77,100.00,100.00,7.77,-113.04,0.00,98.82,100.00,100.00,100.00,0.81,0.42,16.4856,1.25,62.73,,
,"30 Mar 23",99.81,99.67,0.10,2913.60,155.79,94.12,100.00,6.74,-113.84,0.00,98.80,100.00,100.00,100.00,0.66,4.89,15.8646,1.28,61.61,,
,"31 Mar 23",99.93,99.76,0.23,4671.81,130.96,100.00,100.00,7.22,-109.65,0.00,98.82,100.00,,98.08,0.33,0.02,14.2754,1.45,57.35,,
"CH_E_T1_HS_HPSC0375A_A","27 Mar 23",100.00,99.58,0.06,3950.21,167.90,93.75,100.00,8.61,-114.97,0.00,98.96,100.00,,98.86,0.14,0.03,34.2547,4.02,80.10,,
,"28 Mar 23",100.00,99.61,0.11,5262.91,215.11,96.67,100.00,9.35,-115.82,0.00,89.02,100.00,100.00,100.00,0.17,0.15,40.2403,4.36,74.33,,
,"29 Mar 23",99.95,98.87,0.33,4684.73,84.66,94.12,100.00,9.39,-114.81,8.33,100.60,100.00,100.00,100.00,0.12,0.35,37.5180,3.38,70.31,,
,"30 Mar 23",99.91,99.73,0.08,4851.84,116.41,100.00,,8.94,-113.79,0.00,100.00,100.00,100.00,100.00,1.23,1.27,32.6751,2.10,67.54,,
,"31 Mar 23",100.00,99.83,0.03,8700.92,615.62,100.00,100.00,9.08,-112.39,0.00,100.00,100.00,,100.00,0.66,0.44,36.8909,2.33,54.34,,
"CH_E_T1_HS_HPSC0375B_B","27 Mar 23",99.93,100.00,0.04,4999.37,249.27,100.00,100.00,7.83,-110.68,0.00,99.40,100.00,100.00,100.00,0.24,0.06,13.8196,1.01,47.44,,
,"28 Mar 23",99.96,100.00,0.00,9880.55,441.86,90.91,,9.32,-115.17,0.00,97.94,100.00,,100.00,0.00,0.00,23.7082,1.38,34.46,,
,"29 Mar 23",100.00,99.89,0.04,4065.89,447.77,100.00,,7.18,-113.38,0.00,97.08,100.00,100.00,100.00,0.11,0.85,16.9523,1.22,52.64,,
,"30 Mar 23",99.91,99.92,0.18,1961.13,120.23,100.00,100.00,7.00,-113.80,0.00,97.12,100.00,,100.00,0.36,0.29,17.8661,0.73,75.16,,
,"31 Mar 23",100.00,99.90,0.05,13037.84,123.56,100.00,100.00,9.86,-108.99,0.00,100.00,100.00,100.00,100.00,0.05,0.23,12.4563,0.84,22.01,,
"CH_E_T1_HS_HPSC0375C_C","27 Mar 23",100.00,100.00,0.00,11846.07,444.27,100.00,,9.91,-114.95,0.00,96.23,100.00,100.00,100.00,0.04,11.38,18.7475,0.71,29.58,,
,"28 Mar 23",98.98,98.22,0.16,2649.86,241.28,100.00,,7.11,-115.99,0.00,97.90,100.00,100.00,100.00,2.65,0.95,16.8271,0.54,95.73,,
,"29 Mar 23",99.91,99.95,0.05,3647.45,142.47,85.71,,7.49,-115.38,0.00,97.09,100.00,,100.00,0.08,0.04,15.3769,0.60,48.90,,
,"30 Mar 23",99.75,99.54,0.07,1673.55,113.10,96.67,100.00,6.51,-115.59,0.00,100.00,100.00,100.00,100.00,3.00,5.49,14.9185,0.49,86.40,,
,"31 Mar 23",98.97,98.70,0.30,4923.59,55.66,89.29,100.00,7.89,-112.93,,91.94,100.00,100.00,100.00,0.52,0.14,15.0645,0.52,43.07,,
"CH_E_T1_HS_HPSC0376A_A","27 Mar 23",100.00,99.82,0.08,1687.06,110.43,91.49,100.00,7.08,-117.00,0.00,92.00,100.00,100.00,100.00,0.75,0.95,19.7826,5.97,76.88,,
,"28 Mar 23",100.00,99.59,0.00,974.20,104.14,94.12,,6.20,-117.05,0.00,98.94,100.00,100.00,100.00,0.40,0.03,23.4114,6.07,92.66,,
